ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
10837,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0,0.95,Konami
10838,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,Konami
10839,Pro Evolution Soccer 2014,3DS,2013,Action,Konami Digital Entertainment,0,0,0.19,0,0.19,Konami
10840,Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0,0.02,0.14,0,0.16,Konami
10841,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.1,0,0.01,0.1,Konami
10842,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,Konami
10843,Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,Konami
10844,Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01,0.14,Konami
10845,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0,0.01,0.14,Konami
10846,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06,Konami
10847,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,Konami
10848,Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,Konami
10849,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0,0.01,0.11,Konami
10850,Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.05,0,0.01,0.1,Konami
10851,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04,Konami
10852,Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,Konami
10853,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,Konami
10854,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,Konami
10855,Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0,0,0.04,Konami
10856,Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.02,Konami
10857,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0,0.06,0,0.01,0.07,
10858,Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0,0,0,0.02,Opus
10859,Pro Pinball,PS,1996,Misc,Empire Interactive,0.23,0.15,0,0.03,0.41,
10860,Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.37,0.25,0,0.04,0.66,Cunning Developments
10861,Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0,0.03,0.27,Codemasters
10862,Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0,0,0.04,Codemasters
10863,Pro Rally,GC,2002,Racing,Ubisoft,0.01,0,0,0,0.02,Ubisoft
10864,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4,
10865,Pro Yaky? Spirits 2010,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24,
10866,Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21,
10867,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,
10868,Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24,
10869,Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,
10870,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,
10871,Pro Yaky? Spirits 2012,PSP,2012,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,
10872,Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,
10873,Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,
10874,Pro Yaky? Spirits 2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,
10875,Pro Yaky? Spirits 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,
10876,Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,
10877,Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,
10878,Pro Yaky? Spirits 2014,PSP,2014,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09,
10879,Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,
10880,Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,
10881,Pro Yaky? Spirits 4,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,
10882,Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,
10883,Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,
10884,Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,
10885,Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,
10886,Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,
10887,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2,
10888,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,0.03,
10889,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,1.42,
10890,Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,0.1,0,1.08,0,1.18,
10891,Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0,0,0.06,0,0.06,
10892,Pro Yakyuu Famista DS,DS,2007,Sports,Namco Bandai Games,0,0,0.1,0,0.1,
10893,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1,
10894,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0,0,0.08,0,0.08,
10895,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0,0,0.21,0,0.21,
10896,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0,0,0.09,0,0.09,
10897,Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14,
10898,Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0,0,0.06,0,0.06,
10899,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,
10900,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03,
10901,Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,0,0,0.25,0,0.25,
10902,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0,0,0.23,0,0.23,
10903,Pro Yakyuu Team o Tsukurou!,DS,2008,Sports,Sega,0,0,0.19,0,0.19,
10904,Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,0.23,0,0.23,
10905,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0,0,0.11,0,0.11,
10906,Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02,
10907,Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,505 Games,0.16,0,0,0.01,0.17,Starfish
10908,Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0,0.02,0.17,Deep Silver
10909,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0,0,0,0.05,Deep Silver
10910,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.03,0.75,Level 5
10911,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,Level 5
10912,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,Level 5
10913,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,Level 5
10914,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,
10915,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,Level 5
10916,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,Level 5
10917,Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,Slightly Mad Studios
10918,Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.11,0.13,0,0.02,0.26,Slightly Mad Studios
10919,Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0.12,0,0.01,0.13,Slightly Mad Studios
10920,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0,0.01,0.09,Core Design Ltd.
10921,Project FIFA World Cup,PS2,2002,Sports,Electronic Arts,0,0,0.1,0,0.1,
10922,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,Bizarre Creations
10923,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,
10924,Project Gotham Racing 2 (JP weekly sales),XB,2003,Action,Microsoft Game Studios,0,0,0.03,0,0.03,
10925,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1,
10926,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25,
10927,Project Runway,Wii,2010,Simulation,Atari,0.23,0,0,0.02,0.25,Tornado Studios
10928,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06,
10929,Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,0.05,0,0.05,
10930,Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02,0.17,Microsoft Game Studios
10931,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,"Game Arts, Seta Corporation"
10932,Project V6,PS,1998,Strategy,General Entertainment,0,0,0.13,0.01,0.14,
10933,Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,"Monolith Soft, Banpresto"
10934,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17,
10935,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,
10936,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,Crystal Dynamics
10937,Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0,0,0.11,Crystal Dynamics
10938,Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0,0,0,0.02,Radical Entertainment
10939,Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.01,0,0,0,0.01,Radical Entertainment
10940,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02,0.12,Digital Illusions
10941,Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,Midway
10942,Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0,0.01,0.17,Midway
10943,Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,
10944,Psychic Detective,PS,1995,Adventure,Electronic Arts,0.01,0,0,0,0.01,
10945,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,
10946,Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0,0,0.12,Double Fine Productions
10947,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0,0.01,0.09,BudCat
10948,Psycho-Pass,XOne,2014,Adventure,5pb,0,0,0.01,0,0.01,
10949,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,5pb
10950,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02,5pb
10951,Pucca Power Up,DS,2011,Platform,Rising Star Games,0.04,0.01,0,0,0.05,Rising Star Games
10952,Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.07,0,0,0.01,0.08,Jaleco Entertainment
10953,Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,
10954,Pulse Racer,XB,2003,Racing,Jaleco,0.01,0,0,0,0.02,Jaleco Entertainment
10955,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06,Andamiro U.S.A. Corp.
10956,Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0,0.02,Andamiro U.S.A. Corp.
10957,Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0,0,0.05,Full-Fat
10958,Punch-Out!!,Wii,2007,Sports,Nintendo,0,0.22,0.05,0,0.27,
10959,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02,
10960,Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,SCE Japan Studio
10961,Puppies 3D,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13,MTO
10962,Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03,0.44,Humagade
10963,Puppy Palace,DS,2008,Simulation,Ubisoft,0.35,0,0,0.03,0.38,Ubisoft
10964,Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.84,0,0.25,2.47,Black Rock Studio
10965,Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.89,Black Rock Studio
10966,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,Ubisoft Vancouver
10967,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0,0.02,0.18,Ubisoft Vancouver
10968,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0,0.04,Iridon Interactive AB
10969,Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0,0.02,0.55,Brain Toys
10970,Purr Pals,Wii,2008,Simulation,Deep Silver,0.26,0,0,0.02,0.29,Crave
10971,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0,0.01,0.16,Bigbig Studios
10972,Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.06,0,0.03,0.17,Bigbig Studios
10973,Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0,0.02,0.23,
10974,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0,0.01,0.21,Blitz Games
10975,Puss in Boots,DS,2011,Action,THQ,0.08,0.01,0,0.01,0.1,ImaginEngine
10976,Puss in Boots,PS3,2011,Action,THQ,0.07,0.01,0,0.01,0.09,THQ
10977,Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0,0.03,0.16,System 3
10978,Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0,0.01,0.03,System 3
10979,Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0,0,0.05,Sonic Team
10980,Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04,Sonic Team
10981,Puyo Pop Fever,GC,2004,Puzzle,Sega,0.01,0,0,0,0.01,Sonic Team
10982,Puyo Pop Fever (JP sales),DS,2004,Puzzle,Ignition Entertainment,0,0,0.09,0,0.09,
10983,Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,0.03,0,0,0,0.03,
10984,Puyo Puyo 7,DS,2009,Puzzle,Sega,0,0,0.3,0,0.3,
10985,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,0.05,0,0.05,
10986,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,0.03,0,0.03,
10987,Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0,0,0.6,0,0.6,
10988,Puyo Puyo Sun 64,N64,1997,Puzzle,Compile,0,0,0.16,0.03,0.19,
10989,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0,0,1.07,0.07,1.15,
10990,Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0,0,0.11,0,0.11,
10991,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0,0,0.05,0,0.05,
10992,Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04,
10993,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,0.02,
10994,Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0,0,0.28,0,0.28,
10995,Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,0,0,0.02,0,0.02,
10996,Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0,0,0.14,0,0.14,
10997,Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13,
10998,Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0,0,0.03,0,0.03,
10999,Puzzle & Dragons,3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51,
11000,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo,0,0,0.22,0,0.22,
11001,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo,0.06,0.07,0.34,0.01,0.48,
11002,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2,
11003,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03,
11004,Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,0.01,0.01,0,0,0.02,
11005,Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,0.07,0,0,0.01,0.08,Konami
11006,Puzzle City,DS,2009,Puzzle,Destineer,0.02,0,0,0,0.02,Destineer
11007,Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,Platinum Egg
11008,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02,Agetec
11009,Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,Infinite Interactive
11010,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12,Infinite Interactive
11011,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.1,0,0,0.01,0.11,Infinite Interactive
11012,Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,0.28,0,0.03,0.02,0.34,1st Playable Productions
11013,Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29,Vicious Cycle
11014,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0,0.02,0.12,Infinite Interactive
11015,Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02,"Vicious Cycle, Infinite Interactive"
11016,Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,0.14,0,0,0.01,0.15,Infinite Interactive
11017,Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,
11018,Puzzler Brain Games,Wii,2012,Puzzle,Namco Bandai Games,0,0,0.66,0,0.66,
11019,Puzzler Collection,DS,2008,Puzzle,Ubisoft,0.16,0.78,0,0.04,0.99,Route 1 Games
11020,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0,0,0,0.06,Destination Software
11021,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,Ubisoft
11022,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0,0.07,0.77,Ubisoft
11023,Puzzler World 2,DS,2010,Puzzle,Ubisoft,0.02,0.07,0,0.02,0.11,Ubisoft
11024,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0,0.05,0.84,
11025,Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0,0.01,0.58,
11026,Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27,Ornith
11027,Qix,GB,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,
11028,Quake,N64,1998,Shooter,GT Interactive,0.15,0.04,0,0,0.19,
11029,Quake 4,X360,2005,Shooter,Activision,0.32,0.02,0,0.03,0.37,Raven Software
11030,Quake 4,PC,2005,Shooter,Activision,0,0.02,0,0,0.02,Raven Software
11031,Quake II,PS,1998,Shooter,Activision,0.23,0.16,0,0.03,0.41,
11032,Quake II,N64,1999,Shooter,Activision,0.24,0.06,0,0,0.3,
11033,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21,Bullfrog Productions
11034,Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,Remedy Entertainment
11035,Quantum Break,PC,2016,Action,Microsoft Game Studios,0,0.01,0,0,0.02,Remedy Entertainment
11036,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13,Curly Monsters
11037,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,Tecmo
11038,Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0,0.01,0.09,Tecmo
11039,Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01,0.08,Q Entertainment
11040,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,
11041,Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,
11042,Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0,0.01,0.47,
11043,Quick Yoga Training,DS,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13,"Ubisoft, Moss"
11044,QuickSpot,DS,2006,Misc,Namco Bandai Games,0.01,0,0.13,0,0.14,Namco
11045,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0,0,0.32,0,0.32,
11046,Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010,Misc,Konami Digital Entertainment,0,0,0.09,0,0.09,
11047,Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,
11048,QUIZ PARTY,Wii,2012,Misc,Nintendo,0,0.02,0,0,0.02,
11049,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0,0,0.02,0,0.02,
11050,Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0,0,0.06,0,0.06,
11051,Quo Vadis,SAT,1995,Strategy,Glams,0,0,0.08,0,0.08,
11052,R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.05,0,0,0.01,0.05,
11053,R.B.I. Baseball 2016,PS4,2016,Sports,MLB.com,0.01,0,0,0,0.01,
11054,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14,
11055,R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,Eugen Systems
11056,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.04,0.27,Eugen Systems
11057,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.11,0,0.02,0.27,Eugen Systems
11058,R/C Stunt Copter,PS,1998,Simulation,Interplay,0.04,0.03,0,0.01,0.08,
11059,R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28,Namco
11060,R: Racing Evolution,XB,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,0.09,Namco
11061,R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,0.08,Namco
11062,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06,Namco
11063,Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.25,0.74,0,0.14,1.12,Ubisoft Montpellier
11064,Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0,0.07,0.72,Ubisoft Montpellier
11065,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02,
11066,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,0.01,0,0,0.01,
11067,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0,0,0.03,Ubisoft Paris
11068,Rabbids Party Collection,Wii,2010,Misc,Ubisoft,0,0.16,0,0.02,0.18,
11069,Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.15,0.11,0,0.03,0.29,
11070,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0,0,0,0.03,Sumo Digital
11071,Race Driver: Create & Race,DS,2007,Racing,Codemasters,0.01,0,0,0,0.02,
11072,RACE On,PC,2009,Racing,bitComposer Games,0,0.03,0,0.01,0.03,SimBin
11073,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0,0.02,0.17,SimBin
11074,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,"Orbital Media, Inc."
11075,Racing Lagoon,PS,1999,Racing,Square,0,0,0.15,0.01,0.16,
11076,Racquet Sports,PS3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.34,Asobo Studio
11077,Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0,0.02,0.24,Asobo Studio
11078,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,
11079,Radiant Historia,DS,2010,Role-Playing,Atlus,0.19,0,0.09,0.01,0.29,Atlus
11080,Radiant Silvergun,SAT,1998,Shooter,ESP,0,0,0.03,0,0.03,
11081,Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,Tri-Ace
11082,Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,id Software
11083,Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,id Software
11084,Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,id Software
11085,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,
11086,Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22,GungHo
